,index,rec_yds_per_rec_pro,rec_per_g_pro,rec_yds_per_g_pro,catch_pct_pro,rec_yds_per_tgt_pro,rush_yds_per_att_pro,rush_yds_per_g_pro,rush_att_per_g_pro,yds_per_touch_pro,season_count_pro,targets_per_g_pro,touches_per_g_pro,yds_from_scrimmage_per_g_pro,rush_receive_td_per_g_pro,rec_td_per_g_pro,rush_first_down_per_g_pro,fumbles_per_g_pro,rush_td_per_g_pro,rec_first_down_per_g_pro,snap_percentage_pro,g,rec_yds_per_rec,rush_yds_per_att,scrim_yds_per_att,rec_per_g,rec_yds_per_g,rec_td_per_g,rush_att_per_g,rush_yds_per_g,rush_td_per_g,scrim_att_per_g,scrim_yds_per_g,scrim_td_per_g,pro_score,tier
0,1871,-0.01935307631171574,-1.3915045677319775,-0.18866044484577535,0.4579080801271431,0.7203014971236402,-0.4775555662381836,-0.33124395329565215,1.0926954580940003,-0.8721003267638507,3.583011878739208,0.41017750358881855,-0.13539564180092947,-1.5999495221632716,0.5500415862151325,-0.8961098232260416,0.49004038214998163,-0.7840817781632421,-0.20074009691985084,0.7361439470562755,0.5690865753622724,23.33967279517397,13.090922192425476,1.222007334729186,14.800868003508306,6.0397972245853815,88.92278104804487,1.7035729775156445,0.3491022207345324,-2.03106502440067,-1.0342712107284313,6.245888067216848,87.63741581220347,0.438913558321343,-50.52571287756078,0
1,99,1.4035867207327053,0.39168209412901644,-0.7631546128229646,-0.4009549541602477,0.5362415891066306,0.10746007317054318,0.2632345494386574,1.202796376370982,0.5886568125566518,2.519506272938365,0.4647681559318563,0.28324489398570174,-0.7126550784231107,1.2046708148354566,-0.6840559138449619,0.15257803406755138,-1.531338165844624,-0.03805223583394145,0.28491050260682765,-0.2861457018461525,22.347794271833482,15.118494398479603,0.9642641132728698,12.754908372706213,7.344774865786178,87.96469042080828,1.5503117459462872,-0.5215187137018363,0.46286238385377965,0.5622977478420585,6.370461084755635,87.46080769624625,2.5312095603314155,-50.208678878406054,0
2,1988,-0.03865676551379329,-2.270281110259527,1.474015881271121,-1.2338569232412324,-0.9227722370558059,0.6211240026769173,1.4010156201524795,0.5486880902378188,0.44286251157983847,3.2692711155595098,0.8081124404340697,0.6461007024762493,-0.389050560281634,-2.2123480836550025,1.1104933891355253,-0.4698966249470222,0.38762330600984896,-0.8963532139521968,0.03985877429480223,0.5057958692215945,23.954069778565618,15.158964683764907,1.2978897591076641,13.347030128799213,5.181853881951366,88.51380643758912,-0.09313577685392149,1.8928803440033641,-1.1893687721094683,0.10255714884835454,6.404895483745854,87.3456095412685,1.9410418561908074,-48.86001883601231,0
3,201,0.5224644842238191,0.8468770889853652,1.0214633601658094,0.3202008777434253,-0.5065283555867138,0.32532183106300205,0.04500477730450486,-0.00574249481221973,1.3348721384091866,1.2956548527057352,-0.301380235918852,-0.11644719825207375,-0.35382765261001803,2.0088068634115652,-0.32075573984166755,0.8228052579350619,0.12759010015979946,2.8009638758917252,0.47242263781630117,-0.5189135906013298,22.241681952513456,13.22297459998544,0.7106614704705071,12.530958196703956,5.9592135878646895,87.53447197316653,2.2852617280104788,0.6066835887766827,0.6875496793631298,-2.1754873671725425,6.113029661046705,88.78726268741575,0.08397170792118702,-48.70041264386823,0
4,1216,0.6306802137844576,0.3979061438408985,-1.2051167681066066,-0.2696908459522672,0.6470064168275509,4.89644675419907,2.283837691708565,-0.5421155726213653,5.769321801852573,2.2652140450602443,0.853700550643523,0.840347652554114,1.4623083299339639,0.6182315064027538,-1.149517606211201,0.2174807963458684,-2.011201815902351,0.38778472483718696,0.458753380159264,-1.1577845705597218,46.729653563294214,14.585663689341025,2.586282565887606,12.885079476230803,1.7839062452989622,31.51311341183079,-1.241296743903883,0.511103519532558,3.747846946278664,1.088136417283493,3.443731396326741,34.95102018761244,-0.2227597738930835,-48.53608642968088,0
5,1797,0.7832326460833078,-0.17418840852914774,-1.007931634559876,1.1175905933182977,-0.12959856690250732,5.9841150426906395,3.4934234139224065,0.7799336310872236,6.682736649556625,0.6408865183442161,0.802222785392245,1.3327563833273437,1.3484688173828019,1.4124182591225334,-1.0369081302430143,1.698187317767294,-0.2846596255602761,0.276110839706008,-0.31835318023975007,-0.3002521912757762,46.53812900512525,13.297052706165738,5.033081019868053,12.405424663943883,3.7045999241022605,30.96178037898523,1.0103957090379492,0.6264045177398186,3.3212883233501254,-0.40853558063201756,4.436945707044414,36.46215889029923,0.6983994913761556,-48.15865835869566,0
6,348,1.3140217556753286,0.5149239836791032,-0.3691468820380625,-0.18927950541527522,1.0234359359295573,4.526826549683985,2.7099020408645216,-1.3326371587811767,6.938694748828585,0.8467455751587636,-0.2489314376964952,0.43340932567732565,2.7876873180976114,0.8596269583814888,0.8647486740927559,1.2942152582954047,-0.33160639929088326,-0.2848463865129178,-0.4589159576859543,0.06942663151361222,46.879543340455754,12.921520406497946,4.553257128807416,11.470649065128818,3.1810010807277265,31.23951302629883,0.017804764406080975,-0.32727727501048387,1.5416911488407194,0.6289988125519587,3.9181809975078012,36.083860004356055,0.5277525533882664,-47.04065208310322,0
7,1158,1.2619020660505231,-0.054767711141124914,-1.5941892621864482,18.671091860498347,1.863521190982286,-1.8177746027059594,-1.2484412122399597,0.8976430483258356,1.8586195519264135,1.1323961806938798,0.7162325898577053,-0.1156124315415204,-0.7621893320789497,0.4525909984515189,-0.980811525476919,1.1128464778094542,0.6453496819987327,-0.46739055066008656,-1.0763755791557328,0.15980183079032767,21.095236406905318,24.125841052450944,12.120744343063908,23.12712617597749,2.1887647970127593,28.26241820609724,0.8070920544920197,-0.48762846585042524,0.3240313690158917,-1.7084088237081556,2.3476165728992155,29.830975458854684,3.0133305635246255,-46.89605246821668,0
8,797,0.47903170070878787,-0.6539100452995205,-0.16358546242029134,0.2926807652753031,2.847967340618637,6.6645773060224975,1.2935116809235863,0.4280665418410009,5.75636462002015,-0.04640798848324956,0.4553719737499088,1.662600437537274,3.3033699367812766,0.9460375084835857,0.5434797646380638,0.8075186793268407,0.5361236659227189,-0.2025849403650062,-0.9741319206652694,0.37381933362390457,45.64270904656689,13.922559967185657,4.580516245404594,12.777847344014484,1.3700983144717276,30.908099116710435,1.8405001282905318,1.9272888322620338,3.351580154594073,0.6515669449356702,3.661146724602041,37.13069349376859,-0.36797532907173663,-46.396781389333206,0
9,1044,2.752255505692714,-0.8904835600537139,-0.9504838835328802,17.21664300711826,0.7432549162115237,-0.19985450454511372,0.0321233322958995,0.7968195459639413,1.343717429810156,1.8880769597880658,0.37834927587848743,-1.7581673160542042,0.34022777684075134,1.102970919489588,-1.74038038802351,1.9048926976138556,-0.45831634678496713,0.24587041663749662,0.2981937117647766,0.6335905317776918,20.196780872010905,25.537333492928294,10.054886738142283,25.415300807986828,2.742811894136768,29.340616665038873,0.34856583370735766,0.05293647710463658,0.6241638531052757,-0.6697605894261194,4.3608939241992335,29.170589973289296,-0.7255559844072736,-46.03327727451206,0
