,rec_yds_per_rec_pro,rec_per_g_pro,rec_yds_per_g_pro,catch_pct_pro,rec_yds_per_tgt_pro,rush_yds_per_att_pro,rush_yds_per_g_pro,rush_att_per_g_pro,yds_per_touch_pro,season_count_pro,targets_per_g_pro,touches_per_g_pro,yds_from_scrimmage_per_g_pro,rush_receive_td_per_g_pro,rec_td_per_g_pro,rush_first_down_per_g_pro,fumbles_per_g_pro,rush_td_per_g_pro,rec_first_down_per_g_pro,snap_percentage_pro,position_pro,college_id,playerId,g,rec_yds_per_rec,rush_yds_per_att,scrim_yds_per_att,rec_per_g,rec_yds_per_g,rec_td_per_g,rush_att_per_g,rush_yds_per_g,rush_td_per_g,scrim_att_per_g,scrim_yds_per_g,scrim_td_per_g
0,11.666666666666666,0.5,6.333333333333333,49.73333333333333,5.733333333333333,0.0,0.0,0.0,11.666666666666666,3,1.1363636363636365,0.5909090909090909,7.409090909090909,0.0,0.0,0.0,0.045454545454545456,0.0,0.3181818181818182,0.15810276679841898,WR,jared-abbrederis-1,jared-abbrederis-1,53.0,15.625,11.2,14.8,3.811320754716981,59.24528301886792,0.4339622641509434,0.5283018867924528,5.490566037735849,0.03773584905660377,4.339622641509434,64.73584905660377,0.4716981132075472
1,12.0875,5.75,70.3125,63.875,7.75,0.0,0.0,0.0,12.0875,8,8.61111111111111,5.592592592592593,68.0925925925926,0.6018518518518519,0.6018518518518519,0.0,0.046296296296296294,0.0,3.3796296296296298,0.832297278629645,WR,davante-adams-1,davante-adams-1,26.0,13.0,0.0,13.0,8.961538461538462,116.57692307692308,1.4615384615384615,0.0,0.0,0.0,8.961538461538462,116.57692307692308,1.4615384615384615
2,7.0,0.1,0.8,100.0,7.0,4.3,1.4,0.3,5.0,1,0.1111111111111111,0.4444444444444444,2.2222222222222223,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.04,WR,joe-adams-1,joe-adams-1,47.0,15.05,8.275,14.125,3.4893617021276597,51.276595744680854,0.3617021276595745,0.574468085106383,5.276595744680851,0.0425531914893617,4.0638297872340425,56.5531914893617,0.40425531914893614
3,12.785714285714286,3.0,38.042857142857144,57.6,7.371428571428572,3.7857142857142856,0.6428571428571429,0.02040816326530612,12.457142857142857,7,5.1875,3.1979166666666665,39.697916666666664,0.2916666666666667,0.2916666666666667,0.052083333333333336,0.052083333333333336,0.0,1.6875,0.5127887787060476,WR,nelson-agholor-1,nelson-agholor-1,40.0,15.966666666666667,3.9333333333333336,15.5,4.45,64.3,0.5,0.175,0.45,0.0,4.625,64.75,0.5
4,10.675,0.5,6.6875,50.1125,5.775,0.0,0.0,0.0,10.675,8,0.9894736842105263,0.5052631578947369,7.2,0.021052631578947368,0.021052631578947368,0.0,0.0,0.0,0.30526315789473685,0.5127887787060474,WR,sam-aiken-1,sam-aiken-1,46.0,12.725,1.725,12.275,3.1739130434782608,47.71739130434783,0.32608695652173914,0.15217391304347827,0.717391304347826,0.0,3.3260869565217392,48.43478260869565,0.32608695652173914
5,15.0,1.0,15.0,100.0,15.0,0.0,0.0,0.0,15.0,1,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5127887787060474,WR,mario-alford-1,mario-alford-1,22.0,17.45,8.2,16.5,4.181818181818182,68.04545454545455,0.5909090909090909,0.3181818181818182,2.772727272727273,0.0,4.5,70.81818181818181,0.5909090909090909
6,11.566666666666666,6.422222222222222,73.54444444444444,70.55555555555556,8.133333333333333,1.9000000000000001,0.6888888888888889,0.012345679012345678,11.488888888888889,9,9.212962962962964,6.444444444444445,74.96296296296296,0.4074074074074074,0.4074074074074074,0.046296296296296294,0.12037037037037036,0.0,3.990740740740741,0.8614171086631307,WR,keenan-allen-1,keenan-allen-1,33.0,12.166666666666666,8.9,11.666666666666666,6.212121212121212,77.87878787878788,0.5151515151515151,0.9090909090909091,6.96969696969697,0.06060606060606061,7.121212121212121,84.84848484848484,0.5757575757575758
7,13.100000000000001,0.7,9.2,44.85,5.800000000000001,1.25,0.2,0.07500000000000001,11.25,2,1.5384615384615385,0.8076923076923077,9.038461538461538,0.0,0.0,0.0,0.15384615384615385,0.0,0.5,0.5127887787060474,WR,aundrae-allison-1,aundrae-allison-1,22.0,11.850000000000001,3.6500000000000004,11.25,6.590909090909091,78.72727272727273,0.5,0.5454545454545454,2.5,0.0,7.136363636363637,81.22727272727273,0.5
8,13.414285714285715,1.2571428571428573,14.014285714285714,65.08571428571429,9.485714285714286,0.0,0.0,0.0,13.414285714285715,7,2.084507042253521,1.323943661971831,14.577464788732394,0.07042253521126761,0.07042253521126761,0.0,0.014084507042253521,0.0,0.7605633802816901,0.5127887787060476,WR,david-anderson-1,david-anderson-1,46.0,17.8,0.675,17.65,4.8478260869565215,79.0,0.43478260869565216,0.08695652173913043,0.391304347826087,0.0,4.934782608695652,79.3913043478261,0.43478260869565216
9,12.733333333333334,0.3666666666666667,7.066666666666666,31.833333333333332,6.099999999999999,0.0,0.0,0.0,12.733333333333334,3,0.9375,0.4375,7.9375,0.03125,0.03125,0.0,0.0,0.0,0.34375,0.5127887787060474,WR,jj-arcega-whiteside-1,jj-arcega-whiteside-1,33.0,12.225000000000001,0.0,12.225000000000001,4.090909090909091,67.24242424242425,0.8484848484848485,0.0,0.0,0.0,4.090909090909091,67.24242424242425,0.8484848484848485
10,15.1,1.3199999999999998,19.56,43.94,6.5200000000000005,0.0,0.0,0.0,15.1,5,3.1147540983606556,1.278688524590164,19.557377049180328,0.08196721311475409,0.08196721311475409,0.0,0.01639344262295082,0.0,0.9672131147540983,0.33989071038251367,WR,devin-aromashodu-1,devin-aromashodu-1,51.0,16.15,1.5,16.0,1.392156862745098,26.137254901960784,0.17647058823529413,0.0196078431372549,0.11764705882352941,0.0,1.411764705882353,26.254901960784313,0.17647058823529413
11,13.4,3.75,43.4,72.25,9.55,0.0,0.0,0.0,13.4,2,2.4,1.8,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5127887787060474,WR,adrian-arrington-1,adrian-arrington-1,35.0,8.2,0.0,8.2,3.1142857142857143,41.08571428571429,0.45714285714285713,0.0,0.0,0.0,3.1142857142857143,41.08571428571429,0.45714285714285713
12,11.166666666666666,0.8666666666666667,10.833333333333334,32.800000000000004,5.533333333333334,0.0,0.0,0.0,11.166666666666666,3,2.1578947368421053,1.0526315789473684,14.210526315789474,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.5789473684210527,0.5127887787060474,WR,marcell-ateman-1,marcell-ateman-1,43.0,15.625,0.25,15.55,3.395348837209302,57.348837209302324,0.3023255813953488,0.023255813953488372,0.023255813953488372,0.0,3.4186046511627906,57.372093023255815,0.3023255813953488
